text,label,class_name,LLM_label
"Seller: Hello
Buyer: Hi I am interested in the firestick. Does  it work as it should? Also do you get a lot of networks?
Seller: Yes, it is in very good condition. How much are you looking to pay?
Buyer: Well I am on a budget and that is why I want the firestick but I am willing to offer you 65.00
Seller: How about 70 and I will bring it to you myself?
Buyer: That would be great, I can do 70.00 Thanks, you got a deal
Seller: Great, Thank you",2,electronics,
"Seller: hello
Buyer: hi what are the benefits on this location
Seller: well it's a gated community, laundry and pool on site, it's very close to shopping and restaurants and close access to the freeway
Buyer: I like the area but the price is way out of my range
Seller: what price is in your range
Buyer: 1275 would be good for me to try it out 
Seller: I cannot accept 1275 that's way to low, the least i can accept would be 1995.  this is an exclusive area with many ammenities. 
Buyer: way too far for my budget , 1995 is still too high for me
Seller: I could go for a month to month lease at 1574
Buyer: what can you offer me with that price
Seller: It would be the same apartment just on a month to month lease.  
Buyer: ok let round it to 1500 and let me sign the contract, deal
Seller: I have to get 1574.  I'm already giving it away.  I cannot do 1550",4,housing,
"Buyer: Hello there, I am interested in the Wooden Cabinet
Seller: cool, its a very durable and stylish cabinet
Buyer: That's great that it's durable. What condition is it in? I need something that will last.
Seller: it is in slightly used condition, but still very good.  there are some small imperfections in one area.
Buyer: That's okay, I think I'll put it into my teenagers bedroom. Are you willing to wiggle on the price if I offer to pick it up and get it out of your way today?
Seller: sure, i would be willing to come down a little bit from the $70 listing
Buyer: Could we do something like $62?
Seller: i can do $65
Buyer: That's fine for me. Thank you so much for coming down a bit! I really appreciate that.",3,furniture,
"Buyer: Hey there, this place looks pretty enticing, what can you tell me about it to sell it to me.
Seller: It's a beautiful single family home in a great location with lots to do nearby.  Are you interested?
Buyer: Yes I am, the location seems great. Is the inside nice and clean? Im looking to spend around $2155
Seller: I will pay your moving expenses if you can do $2350.  Would that work for you?
Buyer: Yes that actually will help out so very much! Thank you so much for your generosity!",4,housing,
"Seller: Hey there
Buyer: How are you?
Seller: Good and you?
Buyer: I'm doing well. 
Seller: Great. I understand you are interested in the black iron etagere?
Buyer: yes I am and I can pick it up and myself. I don't need delivery of it or anything like that.
Seller: Oh great.  It's a beautiful piece and fits in many rooms.  I'm looking at a price tag of $60.  If you are good you can get it anytime tomorrow. 
Buyer: That's $20 above list price. I can't make that happen. I was looking to offer $28
Seller: Yea. So,Enoch else offered asking price but needed delivery. So let's find a solution for both of us. $35 if you pick it up?
Buyer: I can definitely work with that. Sounds fair to us both.
Seller: Fabulous see ya tomorrow",3,furniture,
"Seller: Hello are you interested in the bike that I'm selling?
Buyer: Yes, I see that the chain could be replaced and that the rear break line is missing
Seller: Yes considering the chain and the rear brake I dropped the price to $90 but everything else is very good on it and the pegs are actually worth a lot.
Buyer: $90 seems like alot considering the two missing things
Seller: The pegs alone are worth an extra $70 because they are limited edition pegs which are going for about $40 used and everything is in good condition no scratches or anything.
Buyer: I could find the bike new for $130 online, on Amazon, I was originaly thinking $50 because of the two things missing (considering that the bike chain alone could cost up to $100 for a new one, and the labor for the break cable could cost a bit. 
Seller: I'll sell it for $70 without the rims and the pegs do we have a deal?
Buyer: The rims themselves cost upwards of $60 each! lets meet in the middle $60 and I'll pick up the bike and forget about any kind of warranty",0,bike,
"Seller: How can I help you?
Buyer: Can you list other amenities the property has to offer?
Seller: free cable,free internet,free lights,free water.
Buyer: Sounds great...I have an 8lb poodle named Teddy could he be brought there to live as well?
Seller: No problem. I love dogs. What price you want to offer me?
Buyer: See final offer directly...",4,housing,
"Buyer: Hi, I'm interested in the studio unit you have listed. How many square feet is this property?
Seller: Hi, I'm having an open house today from 12-1 if you are interested in seeing it.  The square footage is approx. 1200.  Would you like me to schedule an appointment for you.
Buyer: No, thank you. I am trying to make a move on a property today. This is one of several I am considering. This unit is in the less savory area of town so it seems a little pricey. Could you reduce the payment to $1700?
Seller: Well I did consider that when I listed the property.  Some of the features are stainless steel appliances including a washer and dryer.  If you can get to $1750 I think we can make a deal.
Buyer: I do love stainless steel! Deal!
Seller: Great!",4,housing,
"Buyer: Hi I went through the ad 
Seller: Hello! Thanks for your interest!
Buyer: Would you like to negotiate
Seller: Sure, I can lower the price if you sign a 2-year lease rather than a 1-year.
Buyer:  I would like to know few more details about the apartment
Seller: Sure! It has a full bathroom with a shower/tub combo. The kitchen has new granite countertops. The flooring is new as well.
Buyer: how many homes are there in the building ? do i have a sepeate washer available already ?",4,housing,
"Buyer: Is there anything wrong with this that I should know about?
Seller: Absolutely nothing wrong with them, just not my thing.",2,electronics,
"Buyer: Hey there, nice car you have here. Did you do any work on it? How old is it?
Seller: It is in good condition. I own a body shop so I have kept it up and repaired all that has been needed. It is a 2000
Buyer: Yeah, I meant how long have you had the car. Alright, looks like a nice enough car. Can you do 2250? It's been in a major accident before and I'm trying to make a reasonable offer
Seller: I understand. I think we can work it out. Because it has a tear I can go to $2850 but I really can't go any lower
Buyer: 2500 is being nice, my budget is 1600 as it is, and you mentioned you had to reconstruct and salvage the rear end. Let me know",1,car,
"Seller: Hello, are you interested in my cabinets?
Buyer: Yes! Is there any damage to the cabinets?
Seller: Nope, we are liquidating our business since my grandma died.
Buyer: I'm sorry to hear that :( how tall are they?
Seller: roughly 4 feet tall ( each draw is a foot)
Buyer: I found these new on Amazon for 70..would you possibly take 63 each if I bought all of them?",3,furniture,
"Buyer: Hello, I am interested in purchasing your phone. Is it unlocked and ready to be used in any network?
Seller: Yes.
Buyer: Would you accept 150 for it? That is all I have to offer.
Seller: No, how about 250 and it's yours.
Buyer: is 200 good? we're in the middle.
Seller: Deal.",5,phone,
"Seller: Hi, are you interested in the iphone?
Buyer: Yeah, it's an iphone 5?
Seller: Yes it is.  
Buyer: oh okay, how cracked is the screen?
Seller: Its a pretty big crack but the phone itself still works.
Buyer: oh okay. I was thinking $4 0 is a good price
Seller: I can do $40 but you will have to come pick it up asap.
Buyer: okay, I'll be there in 30 minutes",5,phone,
"Buyer: Hello. How are you?
Seller: Hello, I am well. Are you interested in the clock?
Buyer: Yes I am. How old is this clock?
Seller: It is only 5 months old. Brought brand new from the store.
Buyer: Would you be willing to accept $525 I can pick it up today and have cash?
Seller: How about I let it go for $650 & I'll deleiver?
Buyer: When can you deliver?
Seller: I can have it to you by the end of today.
Buyer: Sounds good. We can do $650.",3,furniture,
"Buyer: Hello, I'm interested in this phone but am on a tight budet.  Are you flexible on the price?",5,phone,
"Seller: hello
Buyer: Hello
Seller: Are you interested in the table?
Buyer: Yes.  I would like to buy it for $15.",3,furniture,
"Buyer: hi, I am very interested in this item
Seller: OK! I am asking 675 for it. excellent condition. There are 2 units available.
Buyer: They lok absolutely gorgeous. Is there any way you can lower the price? My budget is close to 550?
Seller: Well, I really need money for a generator, is it possible to do 600?
Buyer: 600 will work! there are no flaws right?
Seller: They are absolutley gorgeous! I know you will love it. 
Buyer: OK great. I will meet you tomorrow then with 600!",3,furniture,
"Buyer: Hi
Seller: hi
Buyer: How old are these?
Seller: Brand new and never been used
Buyer: that is great, but i am ona budget, coudl we work out a deal?
Seller: I really don't wanna go too much lower. It still have the original 20 year manufactuers warraty and I can deliver it.
Buyer: Well those are some extra perks that sweeten the deal. I could do 285?
Seller: If we can do $290 I'll throw in the brand new matress cover still in its package to protect mattress $45 value
Buyer: Okay sounds lieka deal",3,furniture,
"Seller: Hello! Are you interested in an apartment at Valley Plaza Villages?
Buyer: Hi, yes I was just looking over the amenities, 
Seller: Do you need any information about anything?
Buyer: Well to be honest I was considering the pirce. It's just that I'm looking for a stable place for a long rental while I'm out in CA for school.
Seller: I would be happy to try to accommodate your needs.
Buyer: Well what I'm looking for is a 6 year lease at around 1250 a month. I can go a little higher but not much",4,housing,
"Buyer: I am interseted in the cherry wood sleigh bed you are selling for $225. Can you tell me some details about it?
Seller: Of course!
Buyer: Okay, is the item really good? I would like to pay $157, but what are the perks of this product?
Seller: Yes it is in good shape. It is a solid cherry wood bed. It also comes with a buffet dresser night stand, end table, kitchen table, kitchen hutch, and sideboard lamps. $157 is a little too low for me. I would be willing to drop to $205
Buyer: The picture shows some use and it is a bit scratched up. I am forced to stay at $157, my final offer.",3,furniture,
"Buyer: hello
Seller: Hi there. Do you have any questions?
Buyer: Yes, can I stop by and have a look at the place?
Seller: Sure thing. It a great place. Close to the TAFB, 3 bedrooms, and everything has been replaced, new cabinets, new appliances, and everything is included.
Buyer: Is it in a nice area?
Seller: Yes, it is a great neighborhood. Good for children;
Buyer: I am looking to save a little bit of money here. Would 950 be okay?
Seller: $950 is way too low, I need a serious offer. I can drop the price down to 1895 for you though
Buyer: How about 1700? That would be a bit better.
Seller: $1800?
Buyer: Sounds good. Deal",4,housing,
"Seller: Hi, I see you're interested in my iphone 6
Buyer: Hi I am interested in your Iphone 6, yes. Can you share with me some basic facts for it and what price?
Seller: Well it's listed at 320, it has been wiped clean, it can use most all networks and is factory unlocked.  I've only used it for a couple of months and didn't like it so I switched back to Nokia
Buyer: Well, I will pay $224 unless you can convince me to pay more by telling me some really good perk
Seller: It's in very good condition, like new w 64GB.  I can deliver it to you for 275
Buyer: I cannotgo that high. My highest offer is 245. Take it or leave it.",5,phone,
"Buyer: Hi. I'm willing to buy this product and I'll like to find out if it is new
Seller: Not new, but  in great shape.
Buyer: I'm willing to offer $2.50 
Seller: My final price is 2250 sines it is in a good neighborhood  near everything and fully equipped.
Buyer: I think we are not chatting about the same item here. I'm trying to buy a ballistic iPhone 5 hard core case
Seller: No, it is not a iPhone 5 case, it is a Berkeley Furnished B&B unit
Buyer: I think there is a problem. We are both connected to different items and It is impossible to negotiate a deal. The best thing is to quit this dialogue
Seller: yes, not sure why we have different items.. Lets quit the dialogue
Buyer: Nice chatting with you anyway!",5,phone,
"Buyer: Hello I am interested in the iPhone 6.
Buyer: I don't think I can afford your asking. Would you accept $200?
Buyer: Hello, I am interested in the truck you have listed. 
Seller: Yes it is really in great condition.
Buyer: How many miles? Has it been wrecked?
Seller: It has been driven 50000 miles. 
Buyer: Have you towed anything with it?
Buyer: Hello, I am interested in the truck you have listed. 
Buyer: How many miles? Has it been wrecked?
Seller: No wrecks either. I towed my 500 ton boat to a river twice a week for 3 months with no problems.
Buyer: That can wreak havoc on the transmission. I would like to offer $8000 cash. I can pick it up today.
Seller: I'm sorry. That is a little too low. How about 10500.
Buyer: Have you towed anything with it?
Buyer: I can't go that high. It is a 2006. I can pay $8500 if you deliver.
Buyer: That can wreak havoc on the transmission. I would like to offer $8000 cash. I can pick it up today.
Seller: How about 9700?
Buyer: I think I can definitely come up with $9500. Is that satisfactory?
Seller: Yes. If you can pick it up that is fine.
Buyer: I can pick it up later today.",1,car,
"Seller: Hi! You like the looks of the house?
Buyer: I do, although I am on a fixed income.
Seller: I'm willing to negotiate, so long as it's reasonable. 
Buyer: Well, I'm afraid since I'm disabled I can only offer you $1020 a month. On the other hand since I get a disability check each month I can guarantee that's direct deposited each and every month. Dependable rent.
Seller: Pulling my heart strings. . . I can certainly help some. I can waive the 30% rental fee and could give you the discounted rate of $1500, but at 1020, we would be taking a loss. 
Buyer: Since I'm on fixed income I lack any way to pay more.  I understand if you need to get more.
Seller: Thanks for your interest. ",4,housing,
"Buyer: hello
Seller: Hi
Buyer: How old is the couch?
Seller: It is practically brand new
Buyer: As you know, the value goes down as soon as the couch goes out the door. I see the list price is 585. I can give you 400 for it and can pick it up today.
Seller: Well as I said it has nearly no wear and was in a non-smoking home, I can go as low as 480 on it",3,furniture,
"Seller: Hello
Buyer: Hello. I am interested in the Mattress you listed for sale. Is it still available?
Seller: yes it is! i am trying to sell it for $25 since i'm moving tomorrow.
Buyer: Let me ask first--how old is it?
Seller: it's 3 years old. got it in 2014
Buyer: If I could pick it up tonite by 6pm (only 2 hours away) and get it off your hands would you accept $10.00?  That way you are over and done with one bulky item to move.
Seller: i want at least 50 percent of the original price which is 12.50, but i would be fine with 12. i really want this off my back like you said, does that work for you?",3,furniture,
"Buyer: Hi. What kind of condition is the bike in? is it good for riding or more of a statement piece?
Seller: It is in good condition. Oh you can ride it. It is a very smooth ride. Great price for the bike
Buyer: Sounds nice, is the seat in good condition? I'm willing to pay $114
Seller: The seat is perfect. No rips or tears. 114 is too low. how about we meet at 130?
Buyer: I can do 120
Seller: ok, how about 125 and i'll drop it off for you?
Buyer: That sounds good, I'll pay 125.",0,bike,
"Buyer: Hello. I'm interested in the bike you have for sale.
Seller: yeah, it's a super rare collector's item. it's a steal at 1050
Buyer: It seems that way, but I'm on a tight budget, and I have my eye on a few other bikes. I'm looking to spend closer to $735
Seller: whoa there cowboy. talk about lowballing. i can't do that low. maybe i coudl knock off 100 bucks if you come and get it yourself
Buyer: I'm willing to pay $840. That's only 20% off your original asking price. 
Seller: and that's too low. no can do. ",0,bike,
"Seller: Hey! Were you interested in the Vue?
Buyer: Hello, Yes! Is it still available?
Seller: It absolutely is! It's a great vehicle. Let me know if you have any questions.
Buyer: Has it even been wrecked?
Seller: No, it has a clean slate. No accidents!
Buyer: I really like this suv, I see that you are asking $3000?  I am willing to take the VUE off your hands for $2700 cash
Seller: Hey, if you've got cash then I'm 100% okay with that offer. You've got a deal!",1,car,
"Buyer: Hi Im very interested in your table
Seller: Hello how are you doing today.  Oh great that sounds good I've been trying to get rid of it!",3,furniture,
"Buyer: Thank you for accepting my offer. 
Seller: $50
Buyer: For what? You already agreed to $350",5,phone,
"Seller: Hello. How are you?
Buyer: Hi I'm great I'm interested in your bike. What condition is it in. I don't see a picture?
Seller: It is in great condition, works well, and you can come see it. The bike is in good working condition.
Buyer: It is a used bike. I'm ready to pay $100 cash in hand and pick it up.
Seller: You can come now to pick it up?
Buyer: Yes I'm not busy. Could be there within an hour.
Seller: Great than we have a deal.",0,bike,
"Buyer: Hello.
Seller: Hi there.
Buyer: I wwould love to buy your mirrored nightstand. can you please tell me more about it?
Seller: Sure. It's almost 26 inches in height and just over 20 inches wide. It has 3 drawers and is mirrored on all sides.
Buyer: Alright.  is $75 your final price?
Seller: It's negotiable since it does have some minor damage from everyday use.
Buyer: I am willing to give you $37 for it right now.
Seller: I'm sorry, I can't part with it for that price. Could you possibly do $60?
Buyer: No . How about $50. 
Seller: I can do $50 if you can pick it up today.
Buyer: Alright ! Deal.",3,furniture,
"Seller: Hi are you interested in the item?
Buyer: I am very much interested, but the price seems a bit steep for me
Seller: Ok, it's pretty much market value for this item in this condition, but we can talk about it.
Buyer: My kid would enjoy riding it, but I don't see it having that much value over a bike. What if the price was cut in half? I can even pick it up myself.
Seller: Look, half would mean me losing a lot of money. But I'm looking to get rid of this soon. I can let it go for an even $200 if you can pick it up by Monday.
Buyer: That's understandable. I can understand your position. $200 wouldn't be bad. I can definitely do that.",0,bike,
"Buyer: hi. I like those, but I'm really short on cash. Could you let them go for 2 dollars?
Seller: i was asking 5 dollars could you go a little higher ?
Buyer: I might have to scrape some coings together. I might get 3 bucks together. 
Seller: yes i think 3 dollars each would be fine.
Buyer: I could pay 4 for both.
Seller: 4.75 for both and their yours
Buyer: okay I'll borrow some money from my gf. It looks like 4 is as high as I can go.
Seller: ok that will work thank you
Buyer: good.",5,phone,
"Buyer: Hi there.   I am interested in the furniture fixers,   would you be willing to accept $15?
Seller: I would love too, but thats just too low for me. Can you do $25?
Buyer: Thing is ""new""  these sell for $29.99 so it makes no sense for me to give you $30 for the items ""used"" you know?   I would be willing to drive straight to you though for the $15 which would save you on gas and meeting, and can come at a time thats good for YOU?   :)
Seller: Lets meet in the middle at $20 and I'll throw in a rim job for your car?
Buyer: LoL  a rim job?       Thats funny,   alright friend you got yourself a deal.    Who can pass up a rim job   hahaha",3,furniture,
"Buyer: Hello
Seller: Hello
Buyer: Is this bed in good condition? I am in the market for a brand new one. 
Seller: While it's not ""brand new"" it is still in great condition.
Buyer: How much are you asking for it right now? I am on a budget.
Seller: $200 without delivery. If delivery is needed distance will be a factor
Buyer: That sounds a little too high of a price. How bout 100 dollars and I will pick it up myself?
Seller: I need at least $150",3,furniture,
"Buyer: Hi, how are you!?
Seller: good and how are you today?
Buyer: I am great! I'm very interested in your listing! I was wondering if there is any way you would take $36 if I came to you for pick up. I'd really like this tonight but, my bank is closed and I only have $36
Seller: you can pick it up tonight???
Buyer: I can pick it up tonight! With cash in hand!
Seller: Well that sounds like a deal!  $36.00 is done
Buyer: Awesome! See you tonight!",3,furniture,
"Seller: hello are you interested in purchasing the car?
Buyer: How about $1750?
Seller: Sorry that is just too low for me. This is my deceased husbands car and I don't think I could part with it for less than double that. I will even throw in some food to take with you. ",1,car,
"Buyer: hi 
Seller: hey you interested in this cabinet? its in great condition and looks nice. im looking for around $40 for it.
Buyer: hi , i think i like it 
Seller: awesome, ill deliver it to you asap!",3,furniture,
"Buyer: how much for the truck
Seller: I am asking 11500
Buyer: would you do 10000
Seller: This is a great truck. Perfect in the snow or to go off roading
Buyer: If we agree on 10000 I can pick the truck up tomorrow. Deal?
Seller: I am willing to go to 11000 if you can get it tomorrow
Buyer: OK deal",1,car,
,0,bike,
"Buyer: Hello, I'd like to just get to it, if possible. Is it in all working order? And I think your price is fair and I'd like to come down just a little bit is possible.
Seller: ok sounds good. I was thinking 125, what do you do for me to bring the price down?
Buyer: I just have a really strict budget this month. And I've alloted 112 for this. Is that possible?
Seller: Can you pick it up tonight?
Buyer: Yes I can of course, and pay in cash.",5,phone,
"Buyer: Hello! I am interested in having my phone unlocked
Seller: You've come to the right place we do unlocking and flashing for $50
Buyer: I was wondering if you had any discounts or promotions? I am a little tight on money at the moment but really need to have my phone unlocked. 
Seller: Depending on what kind of phone do you have we might be able to do it for less. What kind of phone do you have?
Buyer: I have an Iphone SE 
Seller: Okay that phone we can unlock for $45 does that work for you?
Buyer: That  sounds a little bit better. Does this come with a warranty? What if it doesn't work or breaks my phone?
Seller: Yes it is guaranteed to work and we verify that before completing the transaction or your money back.",5,phone,
"Seller: Hi there
Buyer: hi",1,car,
"Buyer: Hey there.  I'm interested in your bike.
Seller: Hi. Thank you for your interest. Did you have any additional questions?
Buyer: I'll pay you $50 in cash tonight for it.
Seller: If you can pick it up before 5 pm I could do that. Need to drive my girls to dance lessons at 5.30.
Buyer: Not a problem! I'll have your $50 and see you around 4:30?
Seller: Sounds good to me.",0,bike,
"Buyer: I am very interested in this radio. It is in good working condition?
Seller: yes",2,electronics,
"Seller: Hi what can I tell you about this home?
Buyer: Yes, please do, especially the ""lease with options"" program.
Seller: Yes , the rent could be applied to the purchase price of the home if you want or you can just rent it. I have a 12 month or 24 month lease you need to have a job and proof of income.
Buyer: I do have a job and can provide proof of income. Can you please give me a brief synopsis on the amenities?
Seller: It has newly installed granite countertops and new stainless steel appliances which include a dishwasher. There is a washer and dryer as well Also wood floors and recessed lighting. The bathroom has also been recently remodled.
Buyer: Great, the included appliances look great in the picture. You note the one bathroom, I have two final questions. How many bedrooms and what type of heat?
Seller: It has two bedrooms and oil heat.
Buyer: Ok, based on what I understand of rental rates in the area on similar homes, I am assuming the list price is for the 12 month lease, I would be interested in what type of discount may be offered for the longer 24 month lease.",4,housing,
"Buyer: Hello. Is this item used?
Seller: Hey there, no, I'm reselling it because I bought one for my wife and son but my son doesn't want it.",2,electronics,
"Buyer: hi
Seller: hello. Are you interested in the table for sale?
Buyer: Yes, can you tell me , is your home smoke free?
Seller: yes it is. I do , however have pets.
Buyer: they never peed on it or anything, right?
Seller: No they have not. There is a small broken corner but you cannot tell when it is against the wall
Buyer: Do you think you would be willing to bring down the price since it is somewhat damaged?
Seller: Maybe a little, however It is fairly new so I would like to get close to what i paid for
Buyer: well a used product can rarely fetch the price paid, I was thinking  $59 and I can come pick it up myself.
Seller: I would consider $75
Buyer: I feel that is too much since it is damaged already and have to try to repaint and repair it.
Seller: The paint is very fresh and does not need a new coat. The price I paid last year was $300 so you are getting it for less than 1/3
Buyer: I need to paint it if there is a chip, either I can do 60 cash and come get it, or I will have to pass.
Seller: Okay we can do that.",3,furniture,
"Buyer: How about $6?
Seller: These are brand new chargers, never used 
Buyer: ok $7, sounds good then. I can go $7 for new ones",5,phone,
"Seller: Hi there, are you interested?
Buyer: Hello. I am interested. I'm willing to pay $22.
Seller: That is really too low for such a high quality item, I could do 30.?
Buyer: Hmmm. $30 is a bit much. How is the condition of the item? If it is in good condition, I could offer $25.
Seller: As you can read it is premium leather, which only gets better with time. So excellent quality and offers maximum protection.. I WOULD BE WILLING TO DROP DOWN AND MEET IN THE MIDDLE AT 28 DOLLARS...
Buyer: I agree. $28 it is.",5,phone,
"Seller: Good Afternoon.
Buyer: Is the table and chairs still available,  I am interested?     Could you tell me a little more about the set please?
Seller: The table and chairs is available. The set is a handmade piece and quite heavy. 
Buyer: How recent did you purchase the dining room set, and what condition is both the table and all of the chairs in?   Any harsh scratches or dings in the wood?
Seller: I purchased the set about a year ago for 5000. There are no visible imperfections, we are simply redoing our dining area. The new set is due by the end of the week.
Buyer: Any chance I could come see the set now?      If I like what I see I can even pay for the set TODAY in full CASH. . . .  .. .    its just the asking price is the issue.     I could leave set with you until Friday or Saturday when your new set arrives  if you would be willing to accept $1,800?     :)
Seller: You can certainly come see this now. Would it be possible to ask for 2000 if we could deliver?
Buyer: That sounds fair.     Deal.",3,furniture,
"Seller: Hello!
Buyer: Hi there!  Can you describe the apartment a little bit-- I noticed there's no picture. 
Seller: It's a beautiful one bedroom in the bay area, very close to the Bart line. It's roomy and spacious, and I can show you in person if you'd like to meet?
Buyer: Yeah, that'd be great.  Is there carpet?  What color are the walls?
Seller: I don't have that information available, but I'd be happy to set up a walkthrough.
Buyer: Is the price for this apartment negotiable? It's a little smaller than I was looking for, but I could swing $750 for it, I think. 
Seller: The listing price is $1595, so the lowest I could offer is $1450, which is a great deal.
Buyer: I might be able to swing $1000, but I'd need some perks, like another parking space. ",4,housing,
"Seller: Hello
Buyer: Hello there! What a lovely 2 BT apartment!
Seller: Glad you like it! Listen if you like this apartment, I would like to work it out with you to rent immediately
Buyer: I understand your urgency. That street is such a high crime neighborhood lately.
Seller: Well if you rent the unit for $2200 hundred a month...I'll pay the utilities.",4,housing,
"Seller: Hello? Are you the one interested in purchasing the TV?
Buyer: Yes I am
Seller: Perfect! The TV is basically new and is 40 inches. I am willing to sell the piece with a wall mount for 600.
Buyer: What is your bottom dollar that you will take
Seller: $550, does that work for you?
Buyer: No thank you",2,electronics,
"Seller: Hello and thank you for answering my add
Buyer: Hi, just saw your ad, will you take $100?
Seller: Hi, The price for this bike is $200. It rode it twice. But I decided to purchase a car instead
Buyer: So you are telling me it is used, I come up some, how about $110 and I'll come pick it up.
Seller: It is taking up space so I am selling it today. I have an offer for $160 and he can pick it up within the hour
Buyer: I am really poor, and have no other transportation. I can scounge up $115, and I can through in a pan of fresh brownies
Seller: You are killing me as I really do not want to sell it to this other guy as I know him personally and he abuses his bikes, but that is way under what I paid for it. The Shimano gears alone cost me an extra $50 to add. I paid over $500 for this bike. How about this, since you see like you are a great person, just starting out financially and I remember being there. Price is $150 and you give me $100 now and $50 in two weeks, We sign and agreement and you pick it up today  
Buyer: I lost my job, so I can't guarentee anything next week, I think I can get another $5 from my mom, so I can give you $120 total. 
Seller: Okay we are good. I like you.",0,bike,
"Seller: are you interested in the bed? its a great bed, the best
Buyer: Yep. How old is the bed? 
Seller: its less than a year old, my brother went to thailand and is never coming back, we are selling it to cover his rent
Buyer: Do you have the ability to drop it off or do we need to pick it up? 
Seller: i can drop it off for an extra fee, 75 if you scoop it, 100 if i drop it
Buyer: We will pick it up. I am interested but not for $75. How about $50 and we'll come scoop it up today so its off your plate.
Seller: I have a lot of other interested people. 75 dollars is more than reasonable for a frame and mattress, 75 is as low as i go, period.
Buyer: Unfortunately I am not able to go above $60 for the bed and the frame. If you throw in the bedside table I'll bump it up to $75.
Seller: Sorry, like i said, 75 is as low as i go. If you are looking to spend only $50, i suggest Big Shot Bob's Bedbug Infested Beddery. 
Buyer: Or just a furniture outlet. Thanks for your kindness and polite interactions. ",3,furniture,
"Seller: Hello. I see your interested in my desk?
Buyer: Yes! I was curious the condition of it and about how old it is.
Seller: It is in excellent condition. Only had it a year. No scratches or nothing.
Buyer: Awesome! I can come and pick it up today, but would you be willing to take $100.00 for it?
Seller: Yes I could. Can you get it by 5 pm?
Buyer: Absolutely!
Seller: We have a deal than. See you than.
Buyer: Thanks see you soon!",3,furniture,
"Buyer: Hello, I am interested in the Silverado, but have a few questions. First, how many miles does it have on it? Second, honestly, are there any issues, minor or major?
Seller: It has 30,000 miles on it and it really runs like new no problems whatsoever and it's in excellent condition.
Buyer: Wow, amazingly low miles for 2001. Well, of course I will need to see it in person, but contingent on your information and if we can come to an agreement, I would like to purchase it. I can offer you 5000, cash!
Seller: Yes it's only been driven locally for work so it doesn't have many miles for its age. Given the excellent condition and low mileage I need at least $6,800",1,car,
"Buyer: Hello, I am interested in your Heritage Park listing. 
Seller: Hello. Great choice! They are amazing
Buyer: I see you are asking $1979, Would you be willing to work a deal out? I am looking in the price range of 1300-1400. I could perhaps help out with maintenance tasks, or keeping up on the grounds?
Seller: We could work a deal. I will have to say $1400 due to all the amazing amities it comes with. 
Buyer: I could do $1400. When may I come sign my lease. 
Seller: I will be here from 9am-2pm tomorrow. You may come anytime then. I will have everything ready for you. ",4,housing,
"Buyer: Hello is this still available for rent?
Seller: Yes, it is. Would you like to come take a tour?
Buyer: I would.  But first what can you tell me about htis.
Seller: It is a beautiful home. build in 2011, so it's very new. 3 Bedrooms. 2.5 baths. It's in a great neighborhood. It is a must see.
Buyer: Does it ocme with a home warranty at all
Seller: We do all the repairs and maintenance as a part of the lease. You are responsible of keeping the landscape according to HOA guidelines.
Buyer: Ok, how much are you asking?
Seller: It is $2599 a month.
Buyer: Ok well, my research shows that this price is to high for this neighborhood.  The other houses are going for much cheaper.  Will you lower your price at all?
Seller: We can offer you $100 discount per month if you sign one year lease.
Buyer: I will be willing to go as high as 2000 for a 2 year lease.
Seller: Sorry, we cannot agree to that term. 
Buyer: Ok, well my best offer is 2000 so either take it or leave it.  I rather live in a box on a corner then.  ",4,housing,
"Buyer: Hi I offer you $25
Seller: It's still under warranty and I can throw in the cables, how about 50?
Buyer: done
Seller: 50 it is, make the offer",2,electronics,
"Buyer: Hello I see you have an apartment for rent
Seller: Yes, it's 2200 a month.
Buyer: Could you tell me about the amenities?
Seller: Well, it's close to the UC Berkeley campus, so if you are a student, It's close to where you need to be. There's plenty to do in the area. 
Buyer: Yes, that's my school, so that's convenient. Could you tell me what kind of food is available at the Durant Food Court?
Seller: I'll put it this way: it has everything. It's very diverse in it's cultural representation.
Buyer: Oh great! So there's 1 bedroom, is laundry included?
Seller: Not on the site but there is a couple of them within a few blocks.
Buyer: Oh darn, that's sort of inconvenient. Could you come down on the price a little since I'll have to travel to the laundromat and pay for the coin machines? I was thinking $1550
Seller: Yeah, that'd be a little too low for us. We could do 2100 and throw in free internet.
Buyer: That's just too high. I get internet on my phone so I don't need that. It's really difficult for me to get around due to a disability so the laundry being so far means I'll have to take a cab + pay the laundry machines. I could do $1,700 but no more
Seller: I understand, I am myself disabled and I know how tough it is to find affordable housing. How about this. We will cover your utilities if you can do 2000",4,housing,
"Seller: Hi are you interested in the unit?
Buyer: I am can you tell me a little about it?
Seller: It is a 1 bedroom unit, full size washer and dryer included. The utilities are also all included, it is in the perfect location. I am asking 2250 for the unit
Buyer: would you consider 1500? I've seen comps in the area for around that much.
Seller: This one is one of the nicest in the area. You have access to the rooftop that gives an amazing view of the whole bay. I can do $1850
Buyer: how about 1700 I can meet you half way
Seller: sounds like a deal",4,housing,
Seller: How about 2100?,4,housing,
